feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
P161.PWY..acetylene.degradation..anaerobic.	Timepoint	M1	-0.560580104459436	0.4896471187333	20	20	0.281797004883516	0.99957007619886
P161.PWY..acetylene.degradation..anaerobic..unclassified	Timepoint	M1	-0.812554824237194	0.637002477829348	20	20	0.21831701837462	0.99957007619886
P163.PWY..L.lysine.fermentation.to.acetate.and.butanoate	Timepoint	M1	0.522583055927356	0.756177856141685	20	14	0.506944282004584	0.99957007619886
P163.PWY..L.lysine.fermentation.to.acetate.and.butanoate.unclassified	Timepoint	M1	0.385006258672939	0.739420421933516	20	14	0.615151433723857	0.99957007619886
P164.PWY..purine.nucleobases.degradation.I..anaerobic.	Timepoint	M1	-0.287397093155861	0.198650912061207	20	20	0.181882459653848	0.99957007619886
P164.PWY..purine.nucleobases.degradation.I..anaerobic..unclassified	Timepoint	M1	0.0712773801465176	0.849445778683991	20	20	0.934053807613066	0.99957007619886
P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle.	Timepoint	M1	0.367016472864321	0.80227843332794	20	19	0.658177822077169	0.99957007619886
P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle..unclassified	Timepoint	M1	0.670181979318693	0.910143543484404	20	19	0.480271556584344	0.99957007619886
P221.PWY..octane.oxidation	Timepoint	M1	1.92683446901884	0.715798953079597	20	11	0.0247208658394995	0.99957007619886
P221.PWY..octane.oxidation.unclassified	Timepoint	M1	1.08771653508782	0.666904129124375	20	9	0.13732861530815	0.99957007619886
P23.PWY..reductive.TCA.cycle.I	Timepoint	M1	0.830930106410119	1.03129409865352	20	12	0.44117404428948	0.99957007619886
P23.PWY..reductive.TCA.cycle.I.unclassified	Timepoint	M1	0.459156606023959	0.255966691598053	20	8	0.106427244666239	0.99957007619886
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	Timepoint	M1	0.52540297564222	0.822387379403907	20	12	0.538821028760489	0.99957007619886
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I.unclassified	Timepoint	M1	-0.45671062980266	0.401483599394316	20	8	0.2702217505345	0.99957007619886
P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I	Timepoint	M1	0.201227007068147	0.244841456775946	20	20	0.421906343751872	0.99957007619886
P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I.unclassified	Timepoint	M1	-0.125375096204785	0.488814853424962	20	20	0.803340936381783	0.99957007619886
P42.PWY..incomplete.reductive.TCA.cycle	Timepoint	M1	-0.112534438641606	0.908359175682311	20	19	0.904127005174286	0.99957007619886
P42.PWY..incomplete.reductive.TCA.cycle.unclassified	Timepoint	M1	0.0281619293611328	1.08555242578453	20	16	0.979869327982559	0.99957007619886
P441.PWY..superpathway.of.N.acetylneuraminate.degradation	Timepoint	M1	-0.512220932891479	0.44758409675977	20	20	0.281975114476272	0.99957007619886
P441.PWY..superpathway.of.N.acetylneuraminate.degradation.unclassified	Timepoint	M1	-0.504110032325056	0.766522709950816	20	18	0.527215937844322	0.99957007619886
P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate	Timepoint	M1	0.147846474042787	0.847601003832293	20	18	0.865388768236712	0.99957007619886
P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate.unclassified	Timepoint	M1	0.07748774772366	0.44359977879583	20	16	0.865197939594526	0.99957007619886
P562.PWY..myo.inositol.degradation.I	Timepoint	M1	0.756359734316868	0.582860544134593	20	3	0.210785752975514	0.99957007619886
P621.PWY..nylon.6.oligomer.degradation	Timepoint	M1	0.896152248889223	0.645885023885221	20	4	0.182235078881308	0.99957007619886
PANTO.PWY..phosphopantothenate.biosynthesis.I	Timepoint	M1	0.0121344440346661	0.16420621848519	20	20	0.942708242425165	0.99957007619886
PANTO.PWY..phosphopantothenate.biosynthesis.I.unclassified	Timepoint	M1	0.0796979678942052	1.0640479973737	20	18	0.941119852386218	0.99957007619886
PANTOSYN.PWY..superpathway.of.coenzyme.A.biosynthesis.I..bacteria.	Timepoint	M1	-0.0954278498923514	0.18835097881033	20	20	0.624579890178427	0.99957007619886
PANTOSYN.PWY..superpathway.of.coenzyme.A.biosynthesis.I..bacteria..unclassified	Timepoint	M1	0.283466994732612	1.00711640184939	20	18	0.781564726864632	0.99957007619886
PENTOSE.P.PWY..pentose.phosphate.pathway	Timepoint	M1	-0.0378141328282993	0.660388131054903	20	20	0.955588844646019	0.99957007619886
PENTOSE.P.PWY..pentose.phosphate.pathway.unclassified	Timepoint	M1	0.454532022094675	0.450787871642735	20	18	0.339645969418613	0.99957007619886
PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	Timepoint	M1	0.1268585628999	0.125472878028499	20	20	0.338403417720169	0.99957007619886
PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..unclassified	Timepoint	M1	-0.110232809842506	0.742228418598769	20	20	0.883586705942354	0.99957007619886
PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	Timepoint	M1	0.239299650535811	0.202779025772421	20	20	0.268210354280231	0.99957007619886
PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria..unclassified	Timepoint	M1	-0.205892607500334	0.664880270538111	20	19	0.760369206618123	0.99957007619886
POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II	Timepoint	M1	-0.141466123561797	0.407007077814167	20	9	0.736148439311417	0.99957007619886
POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II.unclassified	Timepoint	M1	-0.765464366306787	0.438614841069835	20	3	0.0980003848697304	0.99957007619886
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I	Timepoint	M1	-0.27995319123865	0.375323255328063	20	19	0.474759340401236	0.99957007619886
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I.unclassified	Timepoint	M1	-0.132106605246543	0.508124527341995	20	17	0.800722574287719	0.99957007619886
POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.	Timepoint	M1	-0.942142072249758	0.655967868669381	20	18	0.184761583865532	0.99957007619886
POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli..unclassified	Timepoint	M1	0.184411604857172	0.913294893246178	20	16	0.842244521606297	0.99957007619886
PPGPPMET.PWY..ppGpp.metabolism	Timepoint	M1	0.135131657509479	0.391878941930906	20	20	0.734218523854336	0.99957007619886
PPGPPMET.PWY..ppGpp.metabolism.unclassified	Timepoint	M1	-0.164285388622244	0.746320370361069	20	19	0.828249394747085	0.99957007619886
PROPFERM.PWY..superpathway.of.L.alanine.fermentation..Stickland.reaction.	Timepoint	M1	-0.0932729313790531	0.411831826099461	20	7	0.825885974048971	0.99957007619886
PROPFERM.PWY..superpathway.of.L.alanine.fermentation..Stickland.reaction..unclassified	Timepoint	M1	-0.0896901767996439	0.395507369604004	20	7	0.825667682635809	0.99957007619886
PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis	Timepoint	M1	0.177545337677333	0.528170009455836	20	7	0.744460845669186	0.99957007619886
PWY.1042..glycolysis.IV	Timepoint	M1	0.0634699690248936	0.135920847739822	20	20	0.651624654727895	0.99957007619886
PWY.1042..glycolysis.IV.unclassified	Timepoint	M1	-0.0377561852795537	0.545401320469622	20	20	0.946323091505695	0.99957007619886
PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis	Timepoint	M1	0.310917834201015	0.602012608099963	20	19	0.617979840093555	0.99957007619886
PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.unclassified	Timepoint	M1	0.259474805655998	0.817305063211682	20	19	0.754535573257641	0.99957007619886
PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle.	Timepoint	M1	-0.383860845790527	0.773286250100659	20	13	0.631508473807098	0.99957007619886
PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle..unclassified	Timepoint	M1	-0.0468024450504572	0.457103752358143	20	11	0.920692846799263	0.99957007619886
PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type	Timepoint	M1	0.173069393291928	0.416662903211649	20	20	0.687598712336637	0.99957007619886
PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type.unclassified	Timepoint	M1	0.18579472702001	0.952118983529675	20	15	0.849619010873058	0.99957007619886
PWY.2941..L.lysine.biosynthesis.II	Timepoint	M1	0.0238045887261933	0.417260253206235	20	20	0.955134103319395	0.99957007619886
PWY.2941..L.lysine.biosynthesis.II.unclassified	Timepoint	M1	-0.0842261206255301	0.639938295625514	20	20	0.898183328312953	0.99957007619886
PWY.2942..L.lysine.biosynthesis.III	Timepoint	M1	0.0641151477216283	0.130527228834207	20	20	0.635039582787043	0.99957007619886
PWY.2942..L.lysine.biosynthesis.III.unclassified	Timepoint	M1	0.0094796050582147	0.77379675054314	20	20	0.990492813042098	0.99957007619886
PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	Timepoint	M1	-0.000645748140834712	0.135581400399363	20	20	0.996252232842519	0.99957007619886
PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I.unclassified	Timepoint	M1	-0.12085522473447	0.551997214490276	20	20	0.831579915623868	0.99957007619886
PWY.3841..folate.transformations.II..plants.	Timepoint	M1	0.0706398536660636	0.0763663637360827	20	20	0.379093875067364	0.99957007619886
PWY.3841..folate.transformations.II..plants..unclassified	Timepoint	M1	0.221019339236213	0.580488584936982	20	20	0.707847170327326	0.99957007619886
PWY.4041...gamma..glutamyl.cycle	Timepoint	M1	0.444701613844083	0.997205339731892	20	18	0.666169984641745	0.99957007619886
PWY.4041...gamma..glutamyl.cycle.unclassified	Timepoint	M1	0.198467401197564	0.794283039634537	20	14	0.805517410539183	0.99957007619886
PWY.4984..urea.cycle	Timepoint	M1	-1.23325291623269	0.626260619329969	20	12	0.0804421480959604	0.99957007619886
PWY.5004..superpathway.of.L.citrulline.metabolism	Timepoint	M1	0.124020546215768	0.300215911912754	20	7	0.689198671459455	0.99957007619886
PWY.5005..biotin.biosynthesis.II	Timepoint	M1	0.20994476133896	0.899654662000283	20	12	0.818113955196858	0.99957007619886
PWY.5005..biotin.biosynthesis.II.unclassified	Timepoint	M1	0.757061399128509	0.435520188295231	20	3	0.0992359547729024	0.99957007619886
PWY.5022..4.aminobutanoate.degradation.V	Timepoint	M1	-1.07414618424092	0.953659327997388	20	6	0.274814077728629	0.99957007619886
PWY.5030..L.histidine.degradation.III	Timepoint	M1	-0.578085592483234	1.09176880807454	20	16	0.609273200094234	0.99957007619886
PWY.5030..L.histidine.degradation.III.unclassified	Timepoint	M1	0.379448666086137	0.555991957646969	20	7	0.512122114265677	0.99957007619886
PWY.5088..L.glutamate.degradation.VIII..to.propanoate.	Timepoint	M1	0.0975708826379617	0.225421634402131	20	3	0.67027476302324	0.99957007619886
PWY.5097..L.lysine.biosynthesis.VI	Timepoint	M1	0.0407292227657329	0.109029605175167	20	20	0.717378562134742	0.99957007619886
PWY.5097..L.lysine.biosynthesis.VI.unclassified	Timepoint	M1	-0.0305018320821404	0.722084834180503	20	20	0.966771351395118	0.99957007619886
PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II	Timepoint	M1	0.222822749261906	0.203141817361988	20	20	0.287150802633794	0.99957007619886
PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II.unclassified	Timepoint	M1	-0.0664629781233501	0.488302673303168	20	20	0.89473003046057	0.99957007619886
PWY.5103..L.isoleucine.biosynthesis.III	Timepoint	M1	0.0838525479656482	0.111404657455581	20	20	0.470867540895258	0.99957007619886
PWY.5103..L.isoleucine.biosynthesis.III.unclassified	Timepoint	M1	-0.413642453090572	0.856278870409987	20	20	0.634869515502555	0.99957007619886
PWY.5104..L.isoleucine.biosynthesis.IV	Timepoint	M1	-0.560704559447774	0.915240411551768	20	16	0.555281901697887	0.99957007619886
PWY.5104..L.isoleucine.biosynthesis.IV.unclassified	Timepoint	M1	0.575492919744204	0.925885594238312	20	10	0.54202437833501	0.99957007619886
PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.	Timepoint	M1	-0.654988460546903	0.730664173720431	20	18	0.393369516825902	0.99957007619886
PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP..unclassified	Timepoint	M1	0.39999867796094	0.999022913563374	20	17	0.693581526635273	0.99957007619886
PWY.5130..2.oxobutanoate.degradation.I	Timepoint	M1	-0.294681484087894	1.23393576743322	20	15	0.816597011690616	0.99957007619886
PWY.5130..2.oxobutanoate.degradation.I.unclassified	Timepoint	M1	0.218753970111342	1.29942615835353	20	14	0.868187793408276	0.99957007619886
PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.	Timepoint	M1	0.163269078695795	0.715745098969886	20	18	0.824658488678087	0.99957007619886
PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome..unclassified	Timepoint	M1	-0.0063373962718174	0.826691940381878	20	15	0.994050736191463	0.99957007619886
PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.	Timepoint	M1	0.875632297879346	1.17994774602461	20	12	0.476949597267268	0.99957007619886
PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number..unclassified	Timepoint	M1	-0.182547763734254	0.561647864775306	20	8	0.748911898089492	0.99957007619886
PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	Timepoint	M1	-0.159295646045348	0.542396486087236	20	20	0.772355347438946	0.99957007619886
PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline..unclassified	Timepoint	M1	0.617798941271957	0.918962758820679	20	19	0.509944683432485	0.99957007619886
PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.	Timepoint	M1	0.370010996470489	0.485608206208403	20	3	0.455956233360296	0.99957007619886
PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	Timepoint	M1	-0.0812326144779362	0.125050542158644	20	20	0.532178762508248	0.99957007619886
PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate..unclassified	Timepoint	M1	-0.0474349916108309	0.589729755575583	20	20	0.937651414203179	0.99957007619886
PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.	Timepoint	M1	0.401025551066311	0.632045800490726	20	20	0.541552645699231	0.99957007619886
PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine..unclassified	Timepoint	M1	0.0431194398361896	1.1080195114444	20	16	0.969385914272658	0.99957007619886
PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.	Timepoint	M1	-0.712113966606373	1.17404336750911	20	13	0.551724769274614	0.99957007619886
PWY.5265..peptidoglycan.biosynthesis.II..staphylococci..unclassified	Timepoint	M1	0.0638307141856274	0.252533564319384	20	4	0.806131075828401	0.99957007619886
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.	Timepoint	M1	-0.559681999955441	0.508627512698074	20	19	0.299727093537521	0.99957007619886
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation..unclassified	Timepoint	M1	-0.0621200869285502	0.82465922932851	20	17	0.940784487816229	0.99957007619886
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	Timepoint	M1	0.423818935429409	0.816072848282985	20	12	0.616052940651678	0.99957007619886
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration..unclassified	Timepoint	M1	-0.719292973954794	0.593981405858011	20	9	0.241567711396745	0.99957007619886
PWY.5367..petroselinate.biosynthesis	Timepoint	M1	0.457563262703439	1.08573399954705	20	11	0.683326262110804	0.99957007619886
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	Timepoint	M1	-0.301875771487585	0.830258330764857	20	19	0.720397589907764	0.99957007619886
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..unclassified	Timepoint	M1	0.178374381443982	0.808346188179397	20	18	0.827836243864234	0.99957007619886
PWY.5392..reductive.TCA.cycle.II	Timepoint	M1	1.2406175849841	0.60626760238776	20	7	0.0556165513836381	0.99957007619886
PWY.5392..reductive.TCA.cycle.II.unclassified	Timepoint	M1	0.971701153271118	0.463044949996228	20	4	0.0602122380154578	0.99957007619886
PWY.5415..catechol.degradation.I..meta.cleavage.pathway.	Timepoint	M1	0.237369032621945	0.295254869313939	20	3	0.431917956799025	0.99957007619886
PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle	Timepoint	M1	1.37162531706263	0.63270952254891	20	5	0.0583164223507892	0.99957007619886
PWY.5484..glycolysis.II..from.fructose.6.phosphate.	Timepoint	M1	-0.226365725317828	0.472747655634134	20	20	0.637824676299985	0.99957007619886
PWY.5484..glycolysis.II..from.fructose.6.phosphate..unclassified	Timepoint	M1	-0.185073189440755	0.622760657618252	20	20	0.769729966182133	0.99957007619886
PWY.5494..pyruvate.fermentation.to.propanoate.II..acrylate.pathway.	Timepoint	M1	-0.132584878309927	0.438313703818132	20	7	0.769153902696818	0.99957007619886
PWY.5494..pyruvate.fermentation.to.propanoate.II..acrylate.pathway..unclassified	Timepoint	M1	-0.132584878309927	0.438313703818132	20	7	0.769153902696818	0.99957007619886
PWY.5497..purine.nucleobases.degradation.II..anaerobic.	Timepoint	M1	-0.365405242701928	0.387100074869701	20	18	0.369841448825631	0.99957007619886
PWY.5497..purine.nucleobases.degradation.II..anaerobic..unclassified	Timepoint	M1	0.293838211307946	0.383868642461506	20	14	0.46359449012213	0.99957007619886
PWY.5505..L.glutamate.and.L.glutamine.biosynthesis	Timepoint	M1	-0.241386380085683	0.813091529139536	20	20	0.769960647898937	0.99957007619886
PWY.5505..L.glutamate.and.L.glutamine.biosynthesis.unclassified	Timepoint	M1	-0.092171812046621	0.902807025899462	20	20	0.919810256921607	0.99957007619886
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	Timepoint	M1	0.36850958331932	0.996072236074381	20	13	0.719966300719385	0.99957007619886
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation.unclassified	Timepoint	M1	-0.208102236218912	0.728380067172765	20	10	0.781570319245994	0.99957007619886
PWY.5656..mannosylglycerate.biosynthesis.I	Timepoint	M1	0.108352815429342	1.09030839925617	20	10	0.923016402795777	0.99957007619886
PWY.5656..mannosylglycerate.biosynthesis.I.unclassified	Timepoint	M1	0.501633261381267	0.677089903053801	20	8	0.468329920290916	0.99957007619886
PWY.5659..GDP.mannose.biosynthesis	Timepoint	M1	-0.334850597542137	0.301056735965939	20	20	0.294856115780351	0.99957007619886
PWY.5659..GDP.mannose.biosynthesis.unclassified	Timepoint	M1	-0.116647717576623	0.734917783693403	20	20	0.877392901027602	0.99957007619886
PWY.5667..CDP.diacylglycerol.biosynthesis.I	Timepoint	M1	-0.0034759209319418	0.138437693834916	20	20	0.980516560457017	0.99957007619886
PWY.5667..CDP.diacylglycerol.biosynthesis.I.unclassified	Timepoint	M1	-0.152940037975131	0.591164766053518	20	20	0.798794505242383	0.99957007619886
PWY.5675..nitrate.reduction.V..assimilatory.	Timepoint	M1	0.849642509948843	1.15416939921001	20	15	0.480385026049461	0.99957007619886
PWY.5675..nitrate.reduction.V..assimilatory..unclassified	Timepoint	M1	0.507842679409532	0.828086803445416	20	15	0.554876202497988	0.99957007619886
PWY.5676..acetyl.CoA.fermentation.to.butanoate.II	Timepoint	M1	0.226269186257861	0.440537792858846	20	20	0.613764613402198	0.99957007619886
PWY.5676..acetyl.CoA.fermentation.to.butanoate.II.unclassified	Timepoint	M1	0.104389335294115	0.431946451559061	20	18	0.814450812492116	0.99957007619886
PWY.5677..succinate.fermentation.to.butanoate	Timepoint	M1	-0.570188468878473	0.327417460678982	20	3	0.0986652114817916	0.99957007619886
PWY.5686..UMP.biosynthesis.I	Timepoint	M1	0.0757266062540694	0.130990301221449	20	20	0.577367390764656	0.99957007619886
PWY.5686..UMP.biosynthesis.I.unclassified	Timepoint	M1	0.0164844881789776	0.702167509495208	20	20	0.981782398189801	0.99957007619886
PWY.5690..TCA.cycle.II..plants.and.fungi.	Timepoint	M1	1.39032447781908	0.546381130607678	20	8	0.031472112390234	0.99957007619886
PWY.5690..TCA.cycle.II..plants.and.fungi..unclassified	Timepoint	M1	0.628205358775307	0.279105970934367	20	7	0.0509385360575438	0.99957007619886
PWY.5692..allantoin.degradation.to.glyoxylate.II	Timepoint	M1	0.15746589618154	0.556291719381125	20	9	0.783531028651899	0.99957007619886
PWY.5692..allantoin.degradation.to.glyoxylate.II.unclassified	Timepoint	M1	0.291765273884994	0.232440359560464	20	4	0.225448669947958	0.99957007619886
PWY.5695..inosine.5..phosphate.degradation	Timepoint	M1	-0.244204801366945	0.439063370120515	20	20	0.591635134352961	0.99957007619886
PWY.5695..inosine.5..phosphate.degradation.unclassified	Timepoint	M1	0.0955880722882114	0.695098804766854	20	20	0.892148558843304	0.99957007619886
PWY.5705..allantoin.degradation.to.glyoxylate.III	Timepoint	M1	0.176094755638596	0.612205484460254	20	10	0.780135799595873	0.99957007619886
PWY.5705..allantoin.degradation.to.glyoxylate.III.unclassified	Timepoint	M1	-0.0729979709008319	0.460339189532112	20	9	0.875769827012076	0.99957007619886
PWY.5723..Rubisco.shunt	Timepoint	M1	0.508978793490095	0.819928260948293	20	13	0.55015238418814	0.99957007619886
PWY.5723..Rubisco.shunt.unclassified	Timepoint	M1	0.200378469476669	0.718325209148594	20	13	0.786585265098389	0.99957007619886
PWY.5747..2.methylcitrate.cycle.II	Timepoint	M1	-0.623252613580547	0.728234859835285	20	12	0.414290173508367	0.99957007619886
PWY.5747..2.methylcitrate.cycle.II.unclassified	Timepoint	M1	-0.302072578094286	0.423133573286446	20	6	0.493389467595405	0.99957007619886
PWY.5837..2.carboxy.1.4.naphthoquinol.biosynthesis	Timepoint	M1	0.512138359497513	0.740693318464782	20	10	0.506736777095742	0.99957007619886
PWY.5837..2.carboxy.1.4.naphthoquinol.biosynthesis.unclassified	Timepoint	M1	0.0332396651820829	0.362793386645413	20	6	0.929005688120401	0.99957007619886
PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I	Timepoint	M1	0.541105409155199	0.629564247934274	20	10	0.412376742444596	0.99957007619886
PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I.unclassified	Timepoint	M1	-0.000517913559821182	0.475218395910866	20	5	0.999142418839021	0.99957007619886
PWY.5840..superpathway.of.menaquinol.7.biosynthesis	Timepoint	M1	0.54747355047429	0.626325839655656	20	10	0.40478248710257	0.99957007619886
PWY.5840..superpathway.of.menaquinol.7.biosynthesis.unclassified	Timepoint	M1	0.207336007596004	0.503822072543203	20	6	0.690314105166588	0.99957007619886
PWY.5845..superpathway.of.menaquinol.9.biosynthesis	Timepoint	M1	0.596994160868297	0.57805869016597	20	10	0.328670406765356	0.99957007619886
PWY.5845..superpathway.of.menaquinol.9.biosynthesis.unclassified	Timepoint	M1	-0.197454957989416	0.406389278806052	20	4	0.638665179153557	0.99957007619886
PWY.5850..superpathway.of.menaquinol.6.biosynthesis	Timepoint	M1	0.189331630645125	0.39766735918019	20	8	0.645344283477685	0.99957007619886
PWY.5855..ubiquinol.7.biosynthesis..early.decarboxylation.	Timepoint	M1	0.540683748315217	0.617168442321657	20	10	0.403767062087834	0.99957007619886
PWY.5855..ubiquinol.7.biosynthesis..early.decarboxylation..unclassified	Timepoint	M1	0.396795665496836	0.452710860763441	20	8	0.392312266686259	0.99957007619886
PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I	Timepoint	M1	0.161281390875006	0.43095504435816	20	8	0.716889500660807	0.99957007619886
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I	Timepoint	M1	0.527791358787253	0.667574624654399	20	10	0.449501815579567	0.99957007619886
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I.unclassified	Timepoint	M1	-0.0381716796202227	0.446869195667675	20	5	0.932870254231912	0.99957007619886
PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis	Timepoint	M1	0.596945628681388	0.61753675023777	20	10	0.358971920863978	0.99957007619886
PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis.unclassified	Timepoint	M1	-0.175045721577385	0.369498833744896	20	4	0.646967613678892	0.99957007619886
PWY.5896..superpathway.of.menaquinol.10.biosynthesis	Timepoint	M1	0.189331630645125	0.39766735918019	20	8	0.645344283477685	0.99957007619886
PWY.5897..superpathway.of.menaquinol.11.biosynthesis	Timepoint	M1	0.568718279205585	0.64188258126658	20	10	0.398663944457773	0.99957007619886
PWY.5897..superpathway.of.menaquinol.11.biosynthesis.unclassified	Timepoint	M1	0.147770486183904	0.486787375509115	20	6	0.76836155055997	0.99957007619886
PWY.5898..superpathway.of.menaquinol.12.biosynthesis	Timepoint	M1	0.568718279205585	0.64188258126658	20	10	0.398663944457773	0.99957007619886
PWY.5898..superpathway.of.menaquinol.12.biosynthesis.unclassified	Timepoint	M1	0.147770486183904	0.486787375509115	20	6	0.76836155055997	0.99957007619886
PWY.5899..superpathway.of.menaquinol.13.biosynthesis	Timepoint	M1	0.568718279205585	0.64188258126658	20	10	0.398663944457773	0.99957007619886
PWY.5899..superpathway.of.menaquinol.13.biosynthesis.unclassified	Timepoint	M1	0.147770486183904	0.486787375509115	20	6	0.76836155055997	0.99957007619886
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.	Timepoint	M1	-0.053909087662538	0.553160012408648	20	5	0.923440793543225	0.99957007619886
PWY.5913..partial.TCA.cycle..obligate.autotrophs.	Timepoint	M1	-0.0919095638763764	0.511893434947339	20	20	0.861484561131313	0.99957007619886
PWY.5913..partial.TCA.cycle..obligate.autotrophs..unclassified	Timepoint	M1	0.244535026493531	0.469445407281684	20	15	0.615007323508379	0.99957007619886
PWY.5918..superpathway.of.heme.b.biosynthesis.from.glutamate	Timepoint	M1	-0.218221686097883	0.739798494764605	20	15	0.774704619251839	0.99957007619886
PWY.5918..superpathway.of.heme.b.biosynthesis.from.glutamate.unclassified	Timepoint	M1	-0.395719325270773	0.681037425033993	20	10	0.568409264266827	0.99957007619886
PWY.5920..superpathway.of.heme.b.biosynthesis.from.glycine	Timepoint	M1	0.134026314071697	0.522892717912308	20	11	0.803468797952404	0.99957007619886
PWY.5920..superpathway.of.heme.b.biosynthesis.from.glycine.unclassified	Timepoint	M1	-0.222966227292216	0.285712623840746	20	3	0.445305335105695	0.99957007619886
PWY.5941..glycogen.degradation.II	Timepoint	M1	0.111276900546193	0.170820689387697	20	20	0.523002779547398	0.99957007619886
PWY.5941..glycogen.degradation.II.unclassified	Timepoint	M1	0.181062780094919	0.597609758956412	20	20	0.768792626389292	0.99957007619886
PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase.	Timepoint	M1	0.961039173591166	1.13094143577381	20	11	0.417484752665157	0.99957007619886
PWY.5972..stearate.biosynthesis.I..animals.	Timepoint	M1	-0.045679676215525	0.711895077154785	20	5	0.950240405646551	0.99957007619886
PWY.5973..cis.vaccenate.biosynthesis	Timepoint	M1	-0.375439280204034	0.437753874271414	20	20	0.402361727731267	0.99957007619886
PWY.5973..cis.vaccenate.biosynthesis.unclassified	Timepoint	M1	0.105504099134905	0.835627284801995	20	20	0.90092781307745	0.99957007619886
PWY.5981..CDP.diacylglycerol.biosynthesis.III	Timepoint	M1	0.72787249466586	1.65777581514123	20	14	0.665839128158238	0.99957007619886
PWY.5981..CDP.diacylglycerol.biosynthesis.III.unclassified	Timepoint	M1	0.936249542021199	1.11525317763718	20	8	0.412203051655027	0.99957007619886
